Type,Category,Question,Best Answer,Correct Answers,Incorrect Answers
MMLU,college_mathematics,"In a survey of 100 undergraduate math majors at a certain college, the following information is
obtained about the courses they are taking during the Spring semester:
41 are enrolled in real analysis,
44 are enrolled in differential equations, 48 are enrolled in linear algebra,
11 are enrolled in both real analysis and linear algebra,
14 are enrolled in both real analysis and differential equations,
19 are enrolled in both differential equations and linear algebra, and 10 are not enrolled in any of these three courses.
How many of the students surveyed are enrolled in all three of these courses?",1.,1.,2.; 3.; 4.
MMLU,college_mathematics,"k digits are to be chosen at random (with repetitions allowed) from {0, 1, 2, 3, 4, 5, 6, 7, 8, 9}. What is the probability that 0 will not be chosen?",(9/10)^k.,(9/10)^k.,(1/10)^k.; (k-1)/k.; 1/10.
MMLU,college_mathematics,"In the complex z-plane, the set of points satisfying the equation z^2 = |z|^2 is a?",line.,line.,pair of points.; circle.; half-line.
MMLU,college_mathematics,"Let S, T, and U be nonempty sets, and let f: S -> T and g: T -> U be functions such that the function g ∘ f : S -> U is one-to-one (injective). Which of the following must be true?",f is one-to-one.,f is one-to-one.,f is onto.; g is one-to-one.; g is onto.
MMLU,college_mathematics,A fair die is tossed 360 times. The probability that a six comes up on 70 or more of the tosses is?,between 0.02 and 0.16.,between 0.02 and 0.16.,greater than 0.50.; between 0.16 and 0.50.; between 0.01 and 0.02.
MMLU,college_mathematics,For what value of b is the line y = 10x tangent to the curve y = e^(bx) at some point in the xy-plane?,10/e.,10/e.,10.; 10e.; e^10.
MMLU,college_mathematics,"If the finite group G contains a subgroup of order five but no element of G other than the identity is its own inverse, then the order of G could be?",35.,35.,8.; 20.; 30.
MMLU,college_mathematics,"If one arch of the curve y = sin x is revolved around the x-axis, what's the volume of the generated solid?",π^2 / 2.,π^2 / 2.,π^2 / 4.; 2π.; π^2.
MMLU,college_medicine,A student observes that mercury forms a convex meniscus in the graduated cylinder but that water forms a concave one. This behavior is best explained by the fact that:?,"the mercury has strong cohesive than adhesive forces, whereas water has strong adhesive than cohesive ones.","the mercury has strong cohesive than adhesive forces, whereas water has strong adhesive than cohesive ones.",the two liquids are being kept in graduated cylinders made of different materials.; the adhesive forces between water and the walls of the graduated cylinder are greater than the adhesive forces between the mercury and the walls of the graduated cylinder.; the cohesive forces between two mercury atoms are stronger than the cohesive forces between two water molecules.
MMLU,college_medicine,"Human beings require many outside resources in order to survive. An individual will not survive without water, air, etc. Thankfully, the human brain is wired to seek out these resources when they are depleted before harm occurs to the individual. The downside of this, however, is that they can produce too much reward, and become a temptation. Which of the following statements would mean a desire has become a temptation?",A person desiring to lose weight makes a late night snack to quell a craving.,A person desiring to lose weight makes a late night snack to quell a craving.,A marathon runner seeks out water after finishing a race.; A free diver delays leaving the beach after a dive by a few minutes in order to regain their breath.; A person pauses their show on TV in order to grab a blanket because they are cold.
MMLU,college_medicine,How many chromosomes do all human somatic cells contain?,46.,46.,3.; 20.; 23.
MMLU,college_medicine,In all-out exercise such as sprinting the first fibre types to fatigue are the:?,Type IIX fibres.,Type IIX fibres.,Type I fibres.; Type Ia fibres.; Type IIa fibres.
MMLU,college_medicine,The term gene doping refers to:?,the use of genetic manipulation techniques to enhance performance in sport.,the use of genetic manipulation techniques to enhance performance in sport.,the use of drugs to modify gene transcription.; the activation or inhibition of genes to mask drug taking by athletes.; the use of drugs to modify the myostatin gene.
MMLU,college_medicine,"Which of the following would be the most accurate definition of Nietzsche’s Will to Truth?""?",An intrinsic desire to know the truth.,An intrinsic desire to know the truth.,Moral drive to act toward what is good.; A subset of our ego that acts towards what is right.; Our desire for love.
MMLU,college_medicine,Which of the following physiological characteristics is not important for success in endurance events such as the marathon race?,Muscle ATP and phosphocreatine content.,Muscle ATP and phosphocreatine content.,The ability to regulate body temperature.; The ability to supply oxygen to the exercising muscles.; The availability of body stores of carbohydrate.
MMLU,college_medicine,"During exercise, adrenaline secretion from the adrenal glands is stimulated by:?",increased sympathetic nerve activity.,increased sympathetic nerve activity.,increased plasma glucose.; increased plasma fatty acids.; increased plasma ACTH.
MMLU,college_medicine,"A young adult man begins seeing a therapist and tells the therapist that he has homosexual feelings, and that he self-identifies as gay. He is plagued by feelings of worthlessness and fears that he will be subject to what his religion terms “eternal damnation”. He feels alienated from his family and friends, as he knows of no other homosexuals in his peer group or family. In the course of working with the man, the therapist helps him see that his feelings are exceptionally common among people who have recently discovered their same-sex feelings, and encourages him to attend a support group for newly “out” gay men. The therapist’s approach demonstrates which of the following phenomena?",Universalization.,Universalization.,Stereotype threat.; Groupthink.; Spatial discrimination.
MMLU,college_medicine,"A 1 meter tall jug of water, while sitting on a countertop 2 meters high with its lid open, springs a leak from a weak spot in the plastic at the very bottom of the side. How fast will water empty from the jug?",4.47 m/s.,4.47 m/s.,6.25 m/s.; 8.26 m/s.; 2.22 m/s.
MMLU,college_medicine,The two principal contractile proteins found in skeletal muscle are:?,actin and myosin.,actin and myosin.,actin and troponin.; troponin and tropomyosin.; myosin and tropomyosin.
MMLU,college_medicine,"A psychology study run on a college campus was set up right outside of the gym on a weekday. Chocolate chip cookies were offered right outside the door, and then a sign was placed 15 feet further down the hall that asked people to avoid using the stairs, forcing them to go around in a longer hallway. There were no barriers to using the stairs other than the sign. The results returned, and it showed that individuals who took a sweet from the tray were twice as likely to use the longer hallway as individuals who refused. This is an example of what psychological concept?",Ego depletion.,Ego depletion.,Learned helplessness.; Insecure attachment.; Tyranny of choice.
MMLU,college_medicine,"Cystic Fibrosis (CF) patients often have a loss of pancreas activity during their adolescent years. Loss of which enzyme, if isolated would lead to the most extensive effects on nutrient absorption?",Trypsinogen.,Trypsinogen.,Lipase.; Elastinogen.; Carboxypeptidase.
MMLU,college_medicine,"Somatic eukaryotic cells in the human body proceed normally through repetitive phases of the cell cycle in order to divide and make replicates of themselves. The point at which a cell commits to dividing is known as the restriction point (R). Prior to this, how many chromosomes and chromatids does the cell have?","46 chromosomes, 46 chromatids.","46 chromosomes, 46 chromatids.","23 chromosomes, 46 chromatids.; 46 chromosomes, 92 chromatids.; 23 chromosomes, 23 chromatids."
MMLU,college_medicine,A person suffering from severe dehydration and starvation would NOT be expected to have elevated plasma concentrations for which of the following hormones?,Insulin.,Insulin.,ADH.; Cortisol.; Aldosterone.
